·	u--------	·
ὁ	l-s---mn-	ὁ
πατρίκιος	n-s---mn-	πατρίκιος
εὐσεβὴς	a-s---mn-	εὐσεβής
νικηφόρος	a-s---mn-	Νικηφόρος
·	u--------	·
τῶι	l-s---md-	ὁ
φιλοτίμω	a-s---md-	φιλότιμος
τοῦ	l-s---mg-	ὁ
πόθου	n-s---mg-	πόθος
καὶ	c--------	καί
τοῦ	l-s---mg-	ὁ
τρόπου	n-s---mg-	τρόπος
.	u--------	.
μᾶλλον	d-------c	μᾶλλον
τὸ	l-s---nn-	ὁ
νικᾶν	v--pna---	νικάω
ἐμπαρέσχε	v3saia---	ἐμπαρέχω
ταῖς	l-p---fd-	ὁ
βίβλοις	n-p---fd-	βύβλος
·	u--------	·
ἃς	p-p---fa-	ὅς
δῶρον	n-s---na-	δῶρον
ὥς	d--------	ὡς
τι	p-s---na-	τις
τῶ	l-s---md-	ὁ
πλάσαντι	v-sapamd-	πλάσσω
προσφέρων	v-sppamn-	προσφέρω
·	u--------	·
πλουτεῖ	v3spia---	πλουτέω
μὲν	g--------	μέν
αὐτὸς	p-s---mn-	αὐτός
τὰς	l-p---fa-	ὁ
ἐκεῖθεν	d--------	ἐκεῖθεν
ἐλπίδας	n-p---fa-	ἐλπίς
·	u--------	·
πρὸς	r--------	πρός
τῆ	l-s---fd-	ὁ
λυτρώσει	n-s---fd-	λύτρωσις
τῶν	l-p---mg-	ὁ
σφαλέντων	v-pappmg-	σφάλλω
ἐν	r--------	ἐν
βίω	n-s---md-	βίος
·	u--------	·
εὐδοκία	n-s---fn-	εὐδοκία
δὲ	g--------	δέ
προξενεῖ	v3spia---	προξενέω
τῆ	l-s---fd-	ὁ
συζύγω	a-s---fd-	σύζυγος
·	u--------	·
μνήμην	n-s---fa-	μνήμη
ἀνεξάλειπτον	a-s---fa-	ἀνεξάλειπτος
ἐκ	r--------	ἐκ
γῆς	n-s---fg-	γῆ
ἠρμένη	v-srpefd-	αἴρω
·	u--------	·
		
⁘	u--------	⁘
ἐκ	r--------	ἐκ
θηρὸς	n-s---cg-	θηρός
ἐκραύγασεν	v3saia---	κραυγάζω
","	u--------	","
ἰωνᾶς	n-s---mn-	Ἰωνᾶς
λέγων	v-sppamn-	λέγω
·	u--------	·
ἑλένης	n-s---fd-	Ἐλένη
ἐκ	r--------	ἐκ
θεοῦ	n-s---mg-	θεός
εὕρεμα	n-s---nn-	εὕρεμα
ἐδόθη	v3saip---	δίδωμι
Ἔλυσας	v2saia---	λύω
ἀχλὺν	n-s---fa-	ἀχλύς
","	u--------	","
διεσκέδασας	v2saia---	διασκεδάννυμι
ζόφον	n-s---ma-	ζόφος
:	u--------	:
Τέτμηκας	v2sria---	τέμνω
προθέλυμνον	a-s---na-	προθέλυμνος
εἰδώλον	n-p---ng-	εἴδωλον
πλάνην	n-s---fa-	πλάνη
:	u--------	:
Πίστιν	n-s---fa-	πίστις
κατεφύτευσας	v2saia---	καταφυτεύω
ἐνθεεστάτην	a-s---fas	ἔνθεος
:	u--------	:
Πυριπνόοις	a-p---nd-	πυρίπνοος
ἔπεσιν	n-p---nd-	ἔπος
βάλλον	v-sppamn-	βάλλω
τοῖς	l-p---md-	ὁ
πόρρας	d--------	πόρρας
:	u--------	:
Ἀγχεμάχοις	a-p---nd-	ἀγχέμαχος
βέλεσιν	n-p---nd-	βέλος
τοῖς	l-p---md-	ὁ
δεύρω	d--------	δεῦρο
σφάττων	v-----mn-	σφάζω
:	u--------	:
Παῦλε	n-s---mv-	Παῦλος
πυρφόρον	a-s---na-	πυρφόρος
τοῦ	l-s---mg-	ὁ
παρακλήτου	a-s---mg-	παράκλητος
στόμα	n-s---na-	στόμα
:	u--------	:
Τὸν	l-s---ma-	ὁ
υἱὸν	n-s---ma-	υἱός
ὑμνεῖ	v3spia---	ὑμνέω
καὶ	g--------	καί
Θεὸν	n-s---ma-	θεός
μήτηρ	n-s---fn-	μήτηρ
κόρη	n-s---fn-	κόρη
ἐνταῦθα	d--------	ἐνταῦθα
ἀκριβὴς	a-s---fn-	ἀκριβής
τήσδε	p-s---fg-	ὅδε
της	l-s---fg-	ὁ
βίβλου	n-s---fg-	βύβλος
πίναξ	n-s---mn-	πίναξ
:-	u--------	:-
ἐνταῦθα	d--------	ἐνταῦθα
νῦν	d--------	νῦν
σκόπησον	v2sama---	σκοπέω
ὀρθῶς	d--------	ὀρθός
ὁ	l-s---mn-	ὁ
βλέπων	v-sppamn-	βλέπω
:∙	u--------	:∙
ἄριστον	a-s---nas	άγαθός
ἔργον	n-s---na-	ἔργον
","	u--------	","
ἐξ	r--------	ἐξ
ἀρίστων	a-p---ngs	ἀγαθός
πραγμάτων	n-p---ng-	πράγμα
:-	u--------	:-
ἔργον	n-s---na-	ἔργον
θεοῦ	n-s---mg-	θεός
κάλλιστον	a-s---nas	καλός
","	u--------	","
ἐκπλῆττων	v-sppamn-	ἐκπλήττω
φρένας	n-p---fa-	φρήν
:∙	u--------	:∙
ἔργον	n-s---na-	ἔργον
τὸ	l-s---na-	ὁ
τέρπον	v-sppana-	τέρπω
","	u--------	","
πᾶσαν	a-s---fa-	πᾶς
εἰκότως	d--------	εἰκότως
κτίσιν	n-s---fa-	κτίσις
:∙	u--------	:∙
ἐνω	d--------	ἔνω
γὰρ	g--------	γάρ
αὐτὸς	p-s---cn-	αύτός
","	u--------	","
ὡς	c--------	ὡς
θεὸς	n-s---mn-	θεός
καὶ	g--------	καί
δεσπότης	n-s---mn-	δεσπότης
:∙	u--------	:∙
ἄστρων	n-p---ng-	ἄστρον
χορείαις	n-p---fd-	χορεία
","	u--------	","
ζωγραφήσας	v-sapamn-	ζωγραφέω
τὸν	l-s---ma-	ὁ
πόλον	n-s---ma-	πόλος
:∙	u--------	:∙
ἓν	m-s---na-	εἷς
οἷα	p-p---ca-	οἷος
δέρριν	n-s---fa-	δέρρις
","	u--------	","
ἐξέτεινε	v3siia---	ἐκτείνω
τῶ	l-s---md-	ὁ
λόγω	n-s---md-	λόγος
:∙∙	u--------	:∙∙
κόσμον	n-s---ma-	κόσμος
δαδουχεῖ	v3spia---	δᾳδουχέω
·	u--------	·
πανσόφω	a-s---fd-	πάνσοφος
προμηθία	n-s---fd-	προμηθία
:-	u--------	:-
κάτω	d--------	κάτω
δ	g--------	δέ
	u--------	
ὁ	l-s---mn-	ὁ
τούτον	p-s---ma-	οὗτος
∙	u--------	∙
εἶκονιζων	v-sppamn-	εἰκονίζω
τοῖς	l-p---md-	ὁ
τρόποις	n-p---md-	τρόπος
:∙	u--------	:∙
ἄναξ	n-s---mn-	ἄναξ
ὅλης	a-s---fg-	ὅλος
γῆς	n-s---fg-	γῆ
","	u--------	","
ἥλιος	n-s---mn-	ἥλιος
τῆς	l-s---fg-	ὁ
πορφύρας	n-s---fg-	πορφύρα
:∙	u--------	:∙
βασίλειος	a-s---mn-	βασίλειος
τὸ	l-s---nn-	ὁ
θρέμμα	n-s---nn-	θρέμμα
","	u--------	","
τῆς	l-s---fg-	ὁ
ἁλουργίδος	n-s---fg-	ἁλουργίς
:	u--------	:
κράτιστος	a-s---mns	ἀγαθός
ἀμφοῖν	a-d---nd-	ἄμφω
∙	u--------	∙
καὶ	g--------	καί
τροπαίοις	n-p---nd-	τρόπαιον
καὶ	g--------	καί
λόγοις	n-p---md-	λόγος
:∙	u--------	:∙
ὡς	c--------	ὡς
ἄλλον	p-s---ma-	ἄλλος
ὄντως	d--------	ὄντως
","	u--------	","
οὐρανὸν	n-s---ma-	οὐρανός
τεύξας	v-sapamn-	τεύχω
βίβλον	n-s---fa-	βύβλος
:	u--------	:
ἐκ	r--------	ἐκ
δέρρεων	n-p---fg-	δέρρις
ταθεῖσαν	v-sappfa-	τείνω
·	u--------	·
ὡς	c--------	ὡς
ἔχει	v3spia---	ἔχω
φύσις	n-s---fn-	φύσις
:∙	u--------	:∙
φέρουσαν	v-sppafa-	φέρω
ὡς	c--------	ὡς
φωστῆρας	n-p---ma-	φωστήρ
·	u--------	·
ὡραίους	a-p---ma-	ὠραῖος
τύπους	n-p---ma-	τύπος
:	u--------	:
πρῶτον	d-------s	πρότερος
μὲν	g--------	μέν
αὐτοῦ	p-s---cg-	αὐτός
·	u--------	·
τοῦ	l-s---mg-	ὁ
θεανθρώπου	n-s---mg-	θεάνθρωπος
λόγου	n-s---mg-	λόγος
:∙	u--------	:∙
ἔπειτα	d--------	ἔπειτα
μητρὸς	n-s---fg-	μήτηρ
","	u--------	","
τῆς	l-s---fg-	ὁ
τεκούσης	v-sapafg-	τίκτω
ἀσπόρως	d--------	ἄσπορος
:	u--------	:
σοφῶν	a-p---mg-	σοφός
προφητῶν	n-p---mg-	προφήτης
μαρτύρων	n-p---mg-	μάρτυς
ἀποστόλων	n-p---mg-	ἀπόστολος
:∙	u--------	:∙
πάντων	a-p---mg-	πᾶς
δικαίων	a-p---mg-	δίκαιος
","	u--------	","
ἀγγέλων	n-p---mg-	ἄγγελος
ἀρχαγγέλων	n-p---m--	ἀρχάγγελος
:	u--------	:
τῶν	l-p---mg-	ὁ
ὀρθοδόξων	a-p---mg-	ὀρθόδοξος
πᾶσαν	a-s---fa-	πᾶς
εὐφραίνει	v3spia---	εὐφραίνω
φρένα	n-s---fa-	φρήν
:∙	u--------	:∙
τέρπει	v3spia---	τέρπω
δὲ	g--------	δέ
πᾶσαν	a-s---fa-	πᾶς
τερπνότητα	n-s---fa-	τερπνότης
καὶ	g--------	καί
θέαν	n-s---fa-	θέα
:∙	u--------	:∙
ἀλλ	g--------	ἀλλά
	u--------	
οὕσπερ	p-p---ca-	ὅσπερ
εἰκόνισεν	v3saia---	εἰκονίζω
ἐκ	r--------	ἐκ
τῶν	l-p---ng-	ὁ
χρωμάτων	n-p---ng-	χρῶμα
:∙	u--------	:∙
εὕροι	v3saoa---	εὑρίσκω
βοηθοὺς	a-p---ma-	βοηθός
πάντας	a-p---ma-	πᾶς
ἐκ	r--------	ἐκ
τῶν	l-p---ng-	ὁ
πραγμάτων	n-p---ng-	πράγμα
:	u--------	:
κράτους	n-s---ng-	κράτος
συνεργούς	n-p---ma-	συνεργός
·	u--------	·
συμμάχους	n-p---ma-	σύμμαχος
ἐν	r--------	ἐν
ταῖς	l-p---fd-	ὁ
μάχαις	n-p---fd-	μάχη
:∙	u--------	:∙
παθῶν	v-sapamn-	πάσχω
λυτρωτὰς	n-p---ma-	λυτρωτής
","	u--------	","
φαρμακευτὰς	n-p---ma-	φαρμακευτής
τῶν	l-p---fg-	ὁ
νόσων	n-p---fg-	νόσος
:	u--------	:
ἐν	r--------	ἑν
τῆ	l-s---fd-	ὁ
κρίσει	n-s---fd-	κρίσις
πλέον	d-------c	πολύς
δὲ	g--------	δέ
","	u--------	","
πρὸς	r--------	πρός
τὸν	l-s---ma-	ὁ
δεσπότην	n-s---ma-	δεσπότης
:∙	u--------	:∙
θερμοὺς	a-p---ma-	θερμός
μεσίτας	n-p---ma-	μεσίτης
·	u--------	·
προξένους	n-p---ma-	πρόξενος
καὶ	g--------	καί
τῆς	l-s---fg-	ὁ
ἄνω	d--------	ἄνω
:	u--------	:
δόξης	n-s---fg-	δόξα
ἀφράστου	a-s---fg-	ἄφραστος
·	u--------	·
καὶ	g--------	καί
θεοῦ	n-s---mg-	θεός
σκηπτουχίας	n-s---fg-	σκηπτουχία
:∙	u--------	:∙
+	u--------	+
ἐνταῦθα	d--------	ἐνταῦθα
τὴν	l-s---fa-	ὁ
θέλγουσαν	v-sppafa-	θέλγω
εἰκότως	d--------	εἰκότως
λύραν	n-s---fa-	λύρα
·	u--------	·
κινῶν	v-sppamn-	κινέω
τελώνης	n-s---mn-	τελώνης
","	u--------	","
συγκινεῖ	v3spia---	συγκινέω
καὶ	g--------	καί
τοὺς	l-p---ma-	ὁ
λίθους	n-p---ma-	λίθος
·	u--------	·
ὅθεν	d--------	ὅθεν
πλάνος	a-s---mn-	πλάνος
σίγησον	v2sama---	σιγάω
ὀρφέως	n-s---mg-	Ὀρφεύς
λύρα	n-s---fn-	λύρα
·	u--------	·
πόνος	n-s---mn-	πόνος
θεοφάνους	a-p---ma-	Θεοφάνης
εἵρμοσε	v3saia---	ἁρμόζω
ξένη	a-s---fn-	ξένος
·	u--------	·
καθημεροῦσαν	v-sppafa-	καθημερόω
τὴν	l-s---fa-	ὁ
αἰθότροπον	a-s---fa-	αἰθότροπος
φύσιν	n-s---fa-	φύσις
::·	u--------	::·
·:·	u--------	·:·
ἐπείπερ	c--------	ἐπείπερ
ὀ	l-s---mn-	ὁ
πρῶτος	a-s---mns	πρότερος
σε	p2s---ca-	σύ
ποιμὴν	n-s---mn-	ποιμήν
και	g--------	καί
μέγας	a-s---mn-	μέγας
·	u--------	·
ὀ	l-s---mn-	ὁ
τὸ	l-s---na-	ὁ
πλανηθὲν	v-sappna-	πλανάω
θρέμμα	n-s---na-	θρέμμα
σώσας	v-sapamn-	σῴζω
πανσόφως	d--------	πάνσοφος
ποιμαντικῆς	a-s---fg-	ποιμαντικός
ἄριστα	a-p---nas	ἀγαθός
κοσμήσας	v-sapamn-	κοσμέω
τρόποις	n-p---md-	τρόπος
·	u--------	·
ταυτης	p-s---cg-	οὗτος
κατεστήσατο	v3saim---	καθίστημι
τῆς	l-s---fg-	ὁ
τοῦ	l-s---mg-	ὁ
προδρόμου	a-s---mg-	πρόδρομος
·	u--------	·
σεπτῆς	a-s---fg-	σεπτός
ἀληθῶς	d--------	ἀληθής
ἀγέλης	n-s---fg-	ἀγέλη
πρωτοστάτην	n-s---ma-	πρωτοστάτης
;	u--------	;
προσῆκε	v3saia---	προσίημι
πάντως	d--------	πάντως
καὶ	g--------	καί
λόγοις	n-p---md-	λόγος
ψυχοτρόφοις	n-p---md-	ψυχότροφος
ὡς	c--------	ὡς
εν	r--------	ἐν
πόαις	n-p---fd-	πόα
τρέφειν	v--pna---	τρέφω
σε	p2s---ca-	σύ
τοὺς	l-p---ma-	ὁ
ὐπηκόους	a-p---ma-	ὑπήκοος
οὐκ	d--------	οὐ
οὖν	g--------	οὖν
δέδεξο	v2srmm---	δέχομαι
τήνδε	p-s---fa-	ὅδε
τὴν	l-s---fa-	ὁ
θείαν	a-s---fa-	θεῖος
βίβλον	n-s---fa-	βύβλος
·	u--------	·
ἦς	p-s---cg-	ὅς
κρεῖττον	a-s---nac	ἀγαθός
ὀυδὲν	p-s---ca-	οὐδείς
παντάπασι	d--------	παντάπασι
τῶν	l-p---ng-	ὁ
ὄλων	a-p---ng-	ὅλος
·	u--------	·
καὶ	g--------	καί
τῆς	l-s---fg-	ὁ
ἐν	r--------	ἐν
ἀυτῆ	p-s---fd-	αὐτός
μυστικῆς	a-s---fg-	μυστικός
εὐκαρπίας	n-s---fg-	εὐκαρπία
·	u--------	·
τούτους	p-p---ma-	οὗτος
κορεννὺς	v-sppamn-	κορέννυμι
εὐστόχω	a-s---fd-	εὔστοχος
διακρίσει	v3spia---	διάκρισις
;	u--------	;
σαυτὸν	p2s---ca-	σεαυτοῦ
κόρω	n-s---nd-	κόρος
μάλιστα	d-------s	μάλα
πάντοτε	d--------	πάντοτε
τρέ	v3spma---	τρέφω
+	u--------	+
φε	v3spma---	τρέφω
+	u--------	+
		
⁘	u--------	⁘
ἐπιστραφήτω	v3samp---	ἐπιστρέφω
τῶν	l-p---mg-	ὁ
λόγων	n-p---mg-	λόγος
βλασφημία	n-s---fn-	βλασφημία
","	u--------	","
προς	r--------	πρός
σὴν	p-s---ca-	σός
κεφαλὴν	n-s---fa-	κεφαλή
ἀκάθαρτε	a-s---mv-	ἀκάθαρτος
καὶ	g--------	καί
πλάνε	a-s---mv-	πλάνος
τὰ	l-p---nn-	ὁ
ῥήματα	n-p---nn-	ῥῆμα
γὰρ	g--------	γάρ
ταῦτα	p-p---cn-	οὗτος
τῆς	l-s---fg-	ὁ
βλασφημίας	n-s---fg-	βλασφημία
:	u--------	:
γεννήματα	n-p---nn-	γέννημα
σῆς	p-s---cg-	σός
τυγχάνουσι	v3ppia---	τυγχάνω
καρδίας	n-s---fg-	καρδία
:	u--------	:
ἅπερ	p-p---ca-	ὅσπερ
καθ	r--------	κατά
	u-s---ma-	
ἡμῶν	p1p---cg-	ἐγώ
ὡσπερεὶ	d--------	ὥσπερ
πέμπων	v-sppamn-	πέμπω
βέλη	n-p---na-	βέλος
:	u--------	:
σπεύδεις	v2spia---	σπεύδω
ἀφιστᾶς	v-sppamn-	ἀφίστημι
τῆς	l-s---fg-	ὁ
θεοῦ	n-s---mg-	θεός
συμμαχίας	n-s---fg-	συμμαχία
:	u--------	:
ἀλλ	g--------	ἀλλά
	u--------	
οὐδαμῶς	d--------	οὐδαμῶς
σου	p2s---cg-	σύ
τοῖς	l-p---md-	ὁ
ἀκαθάρτοις	a-p---md-	ἀκάθαρτος
λόγοις	n-p---md-	λόγος
:	u--------	:
θύραν	n-s---fa-	θύρα
ἀνοίξας	v-sapamn-	ἀνοίγνυμι
τῶν	l-p---mg-	ὁ
ἐμῶν	p-p---cg-	ἐμός
ὤτων	n-p---mg-	ὦτος
ὅλως	d--------	ὅλος
:	u--------	:
θεῶ	n-s---md-	θεός
δὲ	g--------	δέ
μᾶλλον	d-------c	μάλα
τῶν	l-p---ng-	ὁ
ὅλων	a-p---mg-	ὅλος
καὶ	g--------	καί
δεσπότη	n-s---md-	δεσπότης
τὴν	l-s---fa-	ὁ
προσκύνησιν	n-s---fa-	προσκύνησις
εὐσεβοφρόνως	d--------	εὐσεβόφρων
νέμω	v1spia---	νέμω
:	u--------	:
μὴ	g--------	μή
κάμνε	v2spma---	κάμνω
λοιπὸν	d--------	λοιπός
μὴδὲ	g--------	μηδέ
τὸν	l-s---ma-	ὁ
χρόνον	n-s---ma-	χρόνος
τρίβης	v2spsa---	τρίβω
:	u--------	:
φονεῦ	n-s---mv-	φονεύς
ἀλαζὼν	n-s---mn-	ἀλαζών
","	u--------	","
ἀλλ	g--------	ἀλλά
	u--------	
ἀπόστα	v2same---	ἀφίστημι
τῶ	l-s---nd-	ὁ
τάχει	n-s---nd-	τάχος
:	u--------	:
καὶ	g--------	καί
πρὸς	r--------	πρός
κολάσεις	n-p---fa-	κόλασις
αἳ	p-p---fn-	ὅς
μένουσί	v3ppia---	μένω
σε	p2s---ca-	σύ
τρέχε	v2spma---	τρέχω
:	u--------	:
αἷς	p-p---fd-	ὅς
ἀποδώσεις	v2sfia---	ἀποδίδωμι
ἐνδίκως	a--------	ἔνδικος
τὰς	l-p---fa-	ὁ
εὐθύνας	n-p---fa-	εὔθυνα
:	u--------	:
+	u--------	+
πίναξ	n-s---md-	πίναξ
ἀριστος	a-s---mns	ἄριστος
τῆς	l-s---fg-	ὁ
παρούσης	v-sppafg-	πάρειμι
πυκτίδος	n-s---fg-	πυκτίς
.	u--------	.
+	u--------	+
γραμματικου	a-s---mg-	γραμματικός
κύρου	n-s---mg-	κῦρος
μιχαὴλ	n-s---mn-	Μιχαήλ
τοῦ	p-p---mg-	ὁ
γλυκᾶ	a-p---na-	γλυκύς
:	u--------	:
+	u--------	+
ἔργον	n-s---na-	ἔργον
ἀριπρεπὲς	a-s---na-	ἀριπρεπής
ἐκ	r--------	ἐκ
μεγάλου	a-s---mg-	μέγας
πέτρου	n-s---mg-	πέτρος
μυηθείς	v-sappmn-	μυέω
","	u--------	","
μάρκος	n-s---mn-	Μάρκος
ἔτευξε	v3saia---	τεύχω
τόδε	p-s---na-	ὅδε
πνεύματος	n-s---ng-	πνεῦμα
ἐν	r--------	ἐν
σοφίη	n-s---fd-	σοφία
:	u--------	:
Ἔσπευσαν	v3paia---	σπεύδω
ἄλλοι	p-p---cn-	ἄλλος
χρυσὸν	n-s---ma-	χρυσός
εὑρεῖν	v--ana---	εὐρίσκω
ἐν	r--------	ἐν
βίω	n-s---md-	βίος
·	u--------	·
ἄλλοι	p-p---mn-	ἄλλος
δὲ	g--------	δέ
γῆν	n-s---fa-	γῆ
σπεύδουσιν	v3ppia---	σπεύδω
ἢ	g--------	ἤ
καὶ	g--------	καί
μαργάρους	n-p---ma-	μάργαρος
·	u--------	·
καὶ	g--------	καί
πάντα	a-p---na-	πᾶς
πλοῦτον	n-s---ma-	πλοῦτος
προσλαβεῖν	v--ana---	προσλαμβάνω
ἀπληστία	n-s---fd-	ἀπληστία
·	u--------	·
ὁ	l-s---mn-	ὁ
δεσπότης	n-s---mn-	δεσπότης
δὲ	g--------	δέ
τοῦ	l-s---ng-	ὁ
παρόντος	v-sppang-	πάρειμι
βιβλίου	n-s---ng-	βιβλίον
","	u--------	","
οὐ	d--------	οὐ
μαργαρίτας	n-p---ma-	μαργαρίτης
","	u--------	","
οὐ	d--------	
λίθους	n-p---ma-	λίθος
·	u--------	·
οὐ	d--------	οὐ
χρυσίον	n-s---na-	χρυσίον
·	u--------	·
τὴν	l-s---fa-	ὁ
(...)λλονὴν	n-s---fa-	lacuna
δὲ	g--------	δέ
τῶν	l-p---mg-	ὁ
τοῦ	l-s---mg-	ὁ
προφήτου	n-s---mg-	προφήτης
λόγων	n-p---mg-	λόγος
·	u--------	·
σοφῶς	d--------	σοφός
ἀνευροῦς	a-p---ma-	ἄνευρος
ἐξ	r--------	ἐκ
ἔρωτος	n-s---mg-	ἔρως
ἐνθέου	a-s---mg-	ἔνθεος
·	u--------	·
ἔνθε	c--------	ἔνθεν
συνῆξε	v3saia---	συνάγω
πλοῦτον	n-s---ma-	πλοῦτος
ὃς	p-s---cn-	ὅς
μένει	v3spia---	μένω
μόνος	a-s---mn-	μόνος
·	u--------	·
ῥεῖ	v3spia---	ῥέω
πάντα	a-p---nn-	πᾶς
γῆς	n-s---fg-	γῆ
γὰρ	g--------	γάρ
καὶ	g--------	καί
λόγος	n-s---mn-	λόγος
μένει	v3spia---	μένω
μόνος	a-s---mn-	μόνος
·	u--------	·
ἂν	c--------	ἄν
οὐρανοὺς	n-p---ma-	οὐρανός
ἄνθρωπε	n-s---mv-	ἄνθρωπος
καὶ	g--------	καί
νέφη	n-p---na-	νέφος
φθάσης	v2sasa---	φθάνω
","	u--------	","
κἂν	c--------	ἄν
γῆς	n-s---fg-	γῆ
παρέλθης	v2sasa---	παρέρχομαι
ἄκρα	n-p---na-	ἄκρον
καὶ	g--------	καί
πάντας	a-p---ma-	πᾶς
τόπους	n-p---ma-	τόπος
","	u--------	","
κἂν	c--------	ἄν
τοῖς	l-p---md-	ὁ
ἐλάφοις	n-p---md-	ἔλαφος
ὑπεραρθῆς	v2sasp---	ὑπεραίρω
εὐδρόμοις	a-p---md-	εὔδρομος
","	u--------	","
λίθον	n-s---ma-	λίθος
τάφου	n-s---mg-	τάφος
(...)πηχυν	n-s---fa-	lacuna
","	u--------	","
οὐχ	d--------	οὐ
ὑπεκδράμης	v2saia---	ὑπεκτρέχω
·	u--------	·
+	u--------	+
ἔστη	v3saia---	ἵστημι
τὸ	l-s---nn-	ὁ
χρυσοῦν	a-s---nn-	χρυσοῦς
ῥεῦμα	n-s---nn-	ῥεῦμα
τῶν	l-p---ng-	ὁ
διδαγμάτων	n-p---ng-	δίδαγμα
:~	u--------	:~
κατακλύσαν	v3paia---	κατακλύζω
φρύαγμα	n-s---na-	φρύαγμα
τῶν	l-p---mg-	ὁ
χριστοκτόνων	n-p---mg-	χριστοκτόνος
:~	u--------	:~
Εὐαγγελιστὴς	n-s---mn-	εὐἀγγελιστής
ἐκ	r--------	ἐκ
τελώνου	n-s---mg-	τελώνης
φωσφόρος	a-s---mn-	φωσφόρος
ὀφθεὶς	v-sappmn-	ὁράω
παρευθὺ	d3saia---	παρευθύς
πνεύματος	n-s---ng-	πνεῦμα
προμηθίαν	n-s---fa-	προμηθία
Ματθαῖε	n-s---mv-	Ματθαῖος
Χριστοῦ	n-s---mg-	Χριστός
μύστα	n-s---mv-	μύστης
καὶ	g--------	καί
θεηγόρε	n-s---mv-	θεηγόρος
","	u--------	","
θεῖαν	a-s---fa-	θεῖος
βράβευσον	v2sama---	βραβεύω
Διονυσίῳ	n-s---md-	Διονύσιος
χάριν	r--------	χάριν
.	u--------	.
+	u--------	+
εὐαγγελιστῶν	n-p---mg-	εὐαγγελιστής
","	u--------	","
τοῦς	l-p---ma-	ὁ
θεοπνεύστους	a-p---ma-	θεόπνευστος
λόγους	n-p---ma-	λόγος
:-	u--------	:-
τομαῖς	a-p---fd-	τομός
διαιρεθέντας	v-pappma-	διαιρέω
","	u--------	","
εὐεπιβόλοις	a-p---fd-	εὐεπίβολος
:-	u--------	:-
καὶ	g--------	καί
τῆδε	p-s---cd-	ὅδε
βίβλω	n-s---fd-	βύβλος
","	u--------	","
τεχνικῶς	d--------	τεχνικός
ἡρμωσμένους	v-prpema-	ἁρμόζω
:-	u--------	:-
ἅπας	a-s---mn-	ἅπας
ἀκούων	v-sppamn-	ἀκούω
","	u--------	","
καὶ	g--------	καί
τρυφῶν	n-p---fg-	τρυφή
καθημέραν	n-s---fa-	ἡμέρα
:-	u--------	:-
ἑστῶσιν	v-prpand-	ἵστημι
ὡσὶ	n-p---nd-	οὖς
","	u--------	","
τοῖς	l-p---md-	ὁ
ὑπεκφωνουμένοις	v-papemd-	ὑπεκφωνέω
:-	u--------	:-
μιχαήλ	n-s---mv-	Μιχαήλ
δε	g--------	δέ
θαύμαζε	v2spma---	θαυμάζω
","	u--------	","
τῶ	l-s---md-	ὁ
ζωριάνω	n-s---md-	ζωριάνος
:-	u--------	:-
+	u--------	+
ὀφφικίου	n-s---n--	ὀφφικίον
ἔχοντος	v-sppamg-	ἔχω
","	u--------	","
τοῦ	l-s---mg-	ὁ
τῆς	l-s---fg-	ὁ
τραπέζας	n-s---fg-	τράπεζα
:-	u--------	:-
θωμᾶ	n-s---mg-	Θωμᾶς
δεσπότου	n-s---mg-	δεσπότης
","	u--------	","
εὐσεβοὺς	n-s---mg-	εὐσεβής
βασιλέως	n-s---mg-	βασιλεύς
:-	u--------	:-
τῶ	l-s---md-	ὁ
σπουδάσαντι	v-sapamd-	σπουδάζω
","	u--------	","
συντόνω	a-s---fd-	σύντονος
προθυμία	n-s---fd-	προθυμία
:-	u--------	:-
σπούδασμα	n-s---nn-	σποὐδασμα
πολλοῖς	a-p---md-	πολύς
","	u--------	","
οὐ	d--------	οὐ
πρὶν	d--------	πρίν
ἐσπουδασμένον	v-srpenn-	σπουδάζω
:-	u--------	:-
καὶ	g--------	καί
καλλιεργήσαντι	v-sapamn-	καλλιεργέω
","	u--------	","
κόσμοις	n-p---md-	κόσμος
ποικίλοις	a-p---md-	ποικίλος
:-	u--------	:-
τοὺς	l-p---ma-	ὁ
μὲν	g--------	μέν
ξενίζει	v3spia---	ξενίζω
","	u--------	","
τοὺς	l-p---ma-	ὁ
ὁρῶντας	v-pppama-	ὁράω
ὡς	c--------	ὡς
ἔχει	v3spia---	ἔχω
:-	u--------	:-
τοῖς	l-p---nd-	ὁ
τοῦ	l-s---mg-	ὁ
θεοῦ	n-s---mg-	θεός
δὲ	g--------	δέ
ῥήμασι	n-p---nd-	ῥῆμα
ψυχοτρόφοις	a-p---md-	ψυχοτρόφος
","	u--------	","
εὐεργετεῖ	v3spia---	εὐεργετέω
ἅπαντας	a-p---ma-	ἅπας
","	u--------	","
ἀκροωμένους	v-ppppma-	ἀκροάομαι
:-+	u--------	:-+
(...)ὔγνωστε	a-s---mv-	εὔγνωστος
πάτερ	n-s---mv-	πατήρ
εὐσθενὴ	a-s---mv-	εὐσθενής
σωτερ	n-s---mv-	σωτήρ
μόνε	a-s---mv-	μόνος
·	u--------	·
(...)περφυὴς	a-s---mn-	ὑπερφυής
πέλεις	v2spia---	πέλω
γὰρ	g--------	γάρ
ὕψους	v-s---ng-	ὕψος
ἀπλέτου	a-s---ng-	ἄπλετος
·	u--------	·
σέλας	n-s---nn-	σέλας
